Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
612,43,Female,Jacket,Outerwear,40,Georgia,M,Blue,Summer,2.8,No,2-Day Shipping,No,Yes,20,PayPal,Annually
613,64,Female,Sandals,Footwear,33,Kentucky,M,Turquoise,Summer,3.8,Yes,Express,No,No,38,Bank Transfer,Weekly
614,45,Female,Parka,Outerwear,82,Massachusetts,XL,Olive,Spring,4.3,Yes,Free Shipping,No,Yes,16,Bank Transfer,Fortnightly
615,60,Female,Flats,Footwear,33,Colorado,M,Purple,Spring,3.1,Yes,Next Day Air,Yes,Yes,17,Cash,Fortnightly
616,45,Male,Sandals,Footwear,26,Delaware,XL,Red,Summer,4.3,Yes,Free Shipping,No,No,30,Venmo,Annually
617,45,Male,Jacket,Outerwear,54,Hawaii,L,Green,Fall,3.1,Yes,Free Shipping,Yes,Yes,0,Venmo,Bi-Weekly
618,65,Female,Boots,Footwear,80,West Virginia,S,Charcoal,Spring,3.1,No,Standard,No,No,7,Venmo,Bi-Weekly
619,18,Male,Parka,Outerwear,66,Washington,L,Olive,Summer,3.0,No,Express,Yes,Yes,8,Bank Transfer,Bi-Weekly
620,56,Male,Shirt,Clothing,44,Colorado,XL,White,Winter,4.9,No,Standard,No,Yes,34,Bank Transfer,Fortnightly
621,20,Male,Flats,Footwear,90,Colorado,L,Green,Summer,3.6,Yes,Next Day Air,Yes,Yes,30,PayPal,Annually
622,50,Male,Heels,Footwear,55,Colorado,M,Violet,Winter,4.9,Yes,Store Pickup,Yes,Yes,47,PayPal,Quarterly
623,61,Male,Flats,Footwear,85,Delaware,XL,Silver,Summer,3.0,Yes,Free Shipping,Yes,Yes,37,Bank Transfer,Weekly
624,68,Female,Parka,Outerwear,48,Missouri,L,White,Spring,3.1,Yes,Standard,Yes,Yes,40,Cash,Monthly
625,26,Female,Shirt,Clothing,46,California,S,Gray,Summer,4.1,No,Standard,Yes,Yes,45,Debit Card,Monthly
626,64,Male,Hat,Accessories,57,Arkansas,S,Gray,Summer,3.0,No,Free Shipping,No,Yes,34,Bank Transfer,Annually
627,24,Female,Coat,Outerwear,76,Louisiana,L,Gold,Spring,4.0,No,Free Shipping,No,Yes,46,Bank Transfer,Quarterly
628,41,Male,Handbag,Accessories,83,Wyoming,XL,Pink,Spring,3.0,No,Store Pickup,Yes,Yes,41,Credit Card,Weekly
629,37,Male,Flats,Footwear,97,Montana,S,Turquoise,Winter,3.6,No,Store Pickup,No,Yes,46,Debit Card,Fortnightly
630,64,Male,Skirt,Clothing,69,Kentucky,S,Gray,Winter,2.8,Yes,Standard,Yes,Yes,40,Debit Card,Weekly
631,68,Male,Pants,Clothing,63,Colorado,S,Purple,Spring,3.7,No,Free Shipping,No,No,30,Cash,Fortnightly
632,21,Female,Blouse,Clothing,25,Rhode Island,L,White,Fall,2.9,Yes,Express,Yes,Yes,27,PayPal,Fortnightly
633,40,Female,Flats,Footwear,34,Alabama,M,White,Spring,2.8,No,Standard,Yes,Yes,39,Credit Card,Weekly
634,41,Male,Jeans,Clothing,42,New Hampshire,L,Pink,Fall,2.9,No,2-Day Shipping,No,No,6,Credit Card,Quarterly
635,60,Female,Jacket,Outerwear,20,Oregon,M,Teal,Spring,3.5,No,Express,Yes,Yes,36,PayPal,Bi-Weekly
636,35,Male,Coat,Clothing,36,Wyoming,XL,Green,Summer,3.7,No,Store Pickup,No,No,8,Bank Transfer,Fortnightly
637,42,Female,Hat,Accessories,88,Alabama,M,Silver,Winter,4.0,No,2-Day Shipping,Yes,Yes,44,Venmo,Fortnightly
638,41,Male,Sandals,Footwear,66,California,XL,Turquoise,Winter,2.6,No,Standard,Yes,Yes,18,PayPal,Fortnightly
639,53,Female,Sneakers,Footwear,48,Maine,M,White,Spring,3.4,Yes,Store Pickup,No,No,3,Bank Transfer,Weekly
640,60,Male,Hat,Accessories,40,Kentucky,M,Green,Spring,2.7,Yes,Express,No,Yes,48,Cash,Quarterly
641,65,Male,Rain Jacket,Outerwear,72,Washington,L,Lavender,Winter,3.2,Yes,Express,Yes,Yes,38,Cash,Annually
642,28,Male,Scarf,Accessories,78,California,L,Red,Summer,4.3,No,Free Shipping,No,Yes,33,PayPal,Fortnightly
643,65,Male,Hat,Accessories,27,Louisiana,XL,Pink,Winter,4.5,No,Next Day Air,No,No,24,Cash,Weekly
644,69,Female,Sunglasses,Accessories,54,Rhode Island,S,Black,Summer,4.0,No,Express,Yes,Yes,18,Cash,Annually
645,24,Male,Heels,Footwear,21,Arizona,L,Purple,Spring,4.1,Yes,Free Shipping,No,Yes,36,Debit Card,Weekly
646,54,Female,Blouse,Clothing,60,Massachusetts,L,Gray,Summer,4.4,No,2-Day Shipping,Yes,Yes,20,PayPal,Bi-Weekly
647,40,Male,Coat,Clothing,72,Washington,S,Red,Spring,2.6,No,Next Day Air,Yes,Yes,18,Cash,Fortnightly
648,61,Female,Sweater,Clothing,49,Montana,M,Pink,Summer,3.6,Yes,Standard,No,No,39,PayPal,Weekly
649,63,Female,Sneakers,Footwear,98,Florida,S,Turquoise,Fall,2.7,Yes,Free Shipping,No,Yes,31,Venmo,Quarterly
650,38,Male,Coat,Outerwear,28,West Virginia,L,Green,Winter,2.7,No,Standard,No,No,48,PayPal,Bi-Weekly
651,26,Male,Handbag,Accessories,66,Missouri,XL,Charcoal,Spring,3.6,No,Standard,Yes,Yes,43,PayPal,Annually
652,46,Female,Blouse,Clothing,51,Colorado,S,Turquoise,Winter,3.2,Yes,2-Day Shipping,No,Yes,14,PayPal,Quarterly
653,60,Male,Rain Jacket,Outerwear,79,Ohio,XL,White,Winter,3.0,Yes,Next Day Air,No,Yes,25,Credit Card,Weekly
654,38,Female,Sunglasses,Accessories,80,Rhode Island,L,Lavender,Winter,3.9,No,Free Shipping,Yes,Yes,20,Debit Card,Weekly
655,56,Female,Coat,Clothing,75,Alabama,M,Maroon,Spring,4.7,No,Standard,No,Yes,5,Cash,Weekly
656,35,Female,Dress,Clothing,77,New Hampshire,M,Gold,Spring,4.6,Yes,Next Day Air,No,No,10,Cash,Monthly
657,44,Female,Hat,Accessories,40,Colorado,XL,Green,Fall,4.6,Yes,Express,Yes,Yes,20,Bank Transfer,Bi-Weekly
658,65,Female,Jeans,Clothing,78,Oregon,XL,Teal,Winter,4.5,No,Standard,Yes,Yes,28,Cash,Bi-Weekly
659,46,Male,Shirt,Clothing,44,New Hampshire,M,Silver,Spring,3.4,Yes,Store Pickup,Yes,Yes,23,Credit Card,Weekly
660,37,Female,Shorts,Clothing,78,New Hampshire,XL,Green,Summer,4.6,No,2-Day Shipping,No,Yes,11,PayPal,Quarterly
661,41,Male,Heels,Footwear,75,Delaware,L,Charcoal,Summer,4.3,Yes,Express,Yes,Yes,5,Bank Transfer,Weekly
662,57,Female,Shorts,Clothing,99,California,S,Lavender,Winter,4.2,No,Free Shipping,Yes,Yes,49,PayPal,Annually
663,42,Male,Flats,Footwear,35,Hawaii,XL,Charcoal,Fall,2.5,No,Free Shipping,No,No,42,Credit Card,Monthly
664,68,Female,Sandals,Footwear,73,Maine,S,Gray,Spring,4.5,No,Standard,Yes,Yes,36,PayPal,Fortnightly
665,53,Female,Heels,Footwear,70,Maine,XL,Turquoise,Fall,4.9,Yes,Next Day Air,No,Yes,27,Cash,Weekly
666,63,Male,Skirt,Clothing,100,West Virginia,M,Teal,Spring,2.7,Yes,Next Day Air,Yes,Yes,40,Debit Card,Fortnightly
667,19,Male,Handbag,Accessories,36,New York,L,Pink,Spring,4.1,Yes,Standard,Yes,Yes,34,Cash,Bi-Weekly
668,67,Female,Jacket,Outerwear,55,Massachusetts,M,Gray,Winter,2.8,Yes,Express,Yes,Yes,18,Credit Card,Fortnightly
669,23,Male,Belt,Accessories,46,Delaware,S,Blue,Winter,3.5,No,Store Pickup,Yes,Yes,13,Bank Transfer,Quarterly
670,42,Female,Sunglasses,Accessories,43,Missouri,S,Pink,Winter,2.8,No,Standard,No,Yes,10,Debit Card,Bi-Weekly
671,34,Male,Heels,Footwear,23,California,S,Red,Spring,3.0,No,Express,Yes,Yes,1,Credit Card,Fortnightly
672,32,Male,Boots,Footwear,55,Alabama,M,Black,Summer,4.3,No,Next Day Air,No,No,32,PayPal,Fortnightly
673,34,Male,Boots,Footwear,70,Rhode Island,L,Pink,Spring,4.9,No,Next Day Air,No,No,38,Bank Transfer,Monthly
674,70,Female,Skirt,Clothing,74,Montana,L,Green,Winter,3.6,Yes,2-Day Shipping,No,No,18,Debit Card,Bi-Weekly
675,51,Female,Handbag,Accessories,34,Wyoming,L,Charcoal,Spring,3.4,Yes,Free Shipping,No,No,9,Credit Card,Weekly
676,18,Female,Coat,Clothing,47,New York,L,Olive,Winter,3.5,Yes,2-Day Shipping,Yes,Yes,6,Debit Card,Monthly
677,63,Male,Jewelry,Accessories,75,Arkansas,L,Purple,Spring,2.6,No,Next Day Air,Yes,Yes,17,PayPal,Weekly
678,25,Female,Heels,Footwear,61,Texas,XL,Olive,Winter,3.2,Yes,Next Day Air,No,Yes,25,Venmo,Annually
679,51,Male,Jacket,Outerwear,28,Alabama,S,Charcoal,Summer,3.2,No,Next Day Air,Yes,Yes,35,Credit Card,Quarterly
680,57,Male,Belt,Accessories,78,Alabama,S,Green,Winter,2.6,Yes,Express,Yes,Yes,6,Credit Card,Bi-Weekly
681,64,Female,Sneakers,Footwear,31,Montana,L,Gray,Winter,3.1,Yes,Express,Yes,Yes,19,Venmo,Monthly
682,39,Female,Coat,Outerwear,37,Texas,XL,White,Spring,3.3,Yes,2-Day Shipping,No,No,42,Venmo,Annually
683,51,Male,Jewelry,Accessories,82,West Virginia,L,Blue,Spring,2.7,No,Store Pickup,Yes,Yes,22,Debit Card,Fortnightly
684,60,Male,Sweater,Clothing,83,Maine,M,Gray,Spring,3.7,No,Free Shipping,No,Yes,21,Cash,Annually
685,66,Female,Rain Jacket,Outerwear,39,Mississippi,S,Turquoise,Spring,4.8,No,Next Day Air,Yes,Yes,49,PayPal,Fortnightly
686,22,Female,Sunglasses,Accessories,59,Texas,S,Turquoise,Fall,4.7,Yes,Free Shipping,Yes,Yes,29,Cash,Monthly
687,19,Female,Belt,Accessories,53,Rhode Island,S,Green,Fall,3.0,No,2-Day Shipping,No,No,3,PayPal,Monthly
688,41,Male,Skirt,Clothing,74,Montana,L,Purple,Fall,2.9,No,2-Day Shipping,No,No,6,Bank Transfer,Weekly
689,59,Male,Shirt,Clothing,34,Maine,S,Gold,Spring,2.7,Yes,Standard,Yes,Yes,39,Bank Transfer,Bi-Weekly
690,43,Female,Handbag,Accessories,48,Washington,L,Blue,Spring,2.9,Yes,Standard,No,No,46,Venmo,Weekly
691,29,Female,Coat,Outerwear,41,Arkansas,S,Pink,Spring,3.3,No,Free Shipping,Yes,Yes,42,PayPal,Quarterly
692,39,Male,Boots,Footwear,29,Wyoming,S,Green,Fall,4.0,No,Free Shipping,No,Yes,2,Venmo,Annually
693,61,Female,Heels,Footwear,84,Wyoming,M,White,Winter,3.3,No,Next Day Air,No,No,34,Credit Card,Bi-Weekly
694,49,Female,Rain Jacket,Outerwear,21,Hawaii,L,Teal,Fall,2.8,Yes,Free Shipping,No,Yes,42,Cash,Monthly
695,49,Male,Heels,Footwear,75,Hawaii,M,Black,Spring,4.8,No,Store Pickup,Yes,Yes,17,Bank Transfer,Bi-Weekly
696,52,Female,Boots,Footwear,64,Arkansas,XL,Charcoal,Summer,3.3,Yes,2-Day Shipping,No,Yes,27,PayPal,Annually
697,68,Female,Jacket,Outerwear,21,Alabama,M,Lavender,Spring,3.8,No,2-Day Shipping,Yes,Yes,19,PayPal,Monthly
698,22,Female,Shorts,Clothing,25,Montana,L,White,Winter,3.7,Yes,Next Day Air,No,Yes,3,Credit Card,Fortnightly
699,40,Female,Sandals,Footwear,54,Oregon,M,Charcoal,Winter,3.2,Yes,Next Day Air,No,Yes,43,Bank Transfer,Quarterly
700,45,Female,Dress,Clothing,58,Florida,L,Pink,Fall,4.2,No,2-Day Shipping,Yes,Yes,43,Cash,Monthly
701,26,Female,Boots,Footwear,59,Massachusetts,L,Lavender,Spring,3.4,No,Express,Yes,Yes,33,PayPal,Bi-Weekly
702,38,Female,Belt,Accessories,74,New York,XL,Charcoal,Fall,2.6,Yes,Next Day Air,Yes,Yes,48,Cash,Annually
703,37,Male,Coat,Outerwear,99,California,L,Maroon,Fall,2.8,Yes,Next Day Air,No,Yes,5,Venmo,Monthly
704,59,Male,Jacket,Outerwear,57,Texas,XL,Teal,Winter,2.8,Yes,Store Pickup,Yes,Yes,33,Cash,Annually
705,65,Female,Sneakers,Footwear,39,Missouri,L,Gray,Fall,4.1,Yes,Express,Yes,Yes,0,Cash,Annually
706,25,Male,Sneakers,Footwear,33,Alabama,S,Red,Fall,3.5,Yes,Standard,No,No,11,Cash,Annually
707,34,Female,Skirt,Clothing,38,Ohio,S,Pink,Spring,4.5,Yes,Free Shipping,Yes,Yes,30,PayPal,Monthly
708,36,Male,Belt,Accessories,55,Delaware,XL,White,Fall,3.5,No,Free Shipping,Yes,Yes,18,PayPal,Weekly
709,54,Female,Dress,Clothing,24,Ohio,XL,Maroon,Summer,4.9,No,Store Pickup,No,No,0,Cash,Monthly
710,50,Male,Rain Jacket,Outerwear,85,Massachusetts,M,Turquoise,Summer,4.1,No,Next Day Air,Yes,Yes,17,Bank Transfer,Monthly
711,43,Male,Scarf,Accessories,80,Florida,M,Red,Summer,2.8,No,2-Day Shipping,No,No,4,Venmo,Weekly
712,64,Male,Sandals,Footwear,33,Alabama,XL,Teal,Spring,5.0,Yes,Express,Yes,Yes,46,PayPal,Quarterly
713,22,Male,Jacket,Outerwear,24,Washington,S,Lavender,Summer,4.0,Yes,Free Shipping,No,Yes,44,PayPal,Quarterly
714,26,Male,Boots,Footwear,82,New York,L,Olive,Spring,4.4,No,2-Day Shipping,Yes,Yes,5,Debit Card,Weekly
715,58,Male,Sandals,Footwear,37,Kentucky,L,Charcoal,Winter,3.4,No,Free Shipping,Yes,Yes,36,PayPal,Annually
716,40,Female,Sandals,Footwear,76,New Hampshire,XL,Black,Winter,2.8,No,Express,Yes,Yes,31,Cash,Weekly
717,56,Female,Shirt,Clothing,57,West Virginia,XL,Green,Winter,4.7,Yes,Standard,Yes,Yes,34,Debit Card,Fortnightly
718,51,Female,Hat,Accessories,27,California,S,Blue,Summer,4.1,Yes,Standard,No,No,12,Credit Card,Weekly
719,26,Male,Jacket,Outerwear,50,Alabama,S,Maroon,Summer,5.0,No,2-Day Shipping,Yes,Yes,35,PayPal,Fortnightly
720,35,Male,Blouse,Clothing,83,Mississippi,M,Green,Fall,3.7,Yes,Express,Yes,Yes,1,Cash,Annually
721,56,Female,Pants,Clothing,81,Maine,XL,Silver,Spring,3.6,No,2-Day Shipping,Yes,Yes,7,PayPal,Weekly
722,57,Female,Coat,Outerwear,63,New Hampshire,S,Olive,Spring,2.7,Yes,Free Shipping,No,Yes,0,Bank Transfer,Fortnightly
723,70,Male,Blouse,Clothing,36,New York,M,Violet,Winter,3.3,Yes,Standard,Yes,Yes,38,PayPal,Quarterly
724,60,Male,Sweater,Clothing,52,California,M,Blue,Summer,4.7,Yes,Next Day Air,No,No,49,Debit Card,Monthly
725,59,Male,Parka,Outerwear,89,Mississippi,S,Maroon,Summer,4.8,No,Standard,Yes,Yes,13,Cash,Annually
726,32,Female,Sandals,Footwear,67,Washington,M,Maroon,Spring,4.2,No,Express,Yes,Yes,31,Venmo,Monthly
727,35,Female,Jacket,Outerwear,27,West Virginia,XL,Blue,Winter,4.7,No,Next Day Air,Yes,Yes,14,Cash,Quarterly
728,29,Female,Dress,Clothing,24,California,L,Gray,Summer,4.8,No,2-Day Shipping,Yes,Yes,48,Venmo,Monthly
729,64,Female,Jewelry,Accessories,27,Rhode Island,XL,Violet,Fall,3.6,No,Free Shipping,No,No,47,Cash,Fortnightly
730,18,Female,Jacket,Outerwear,51,Arizona,L,Teal,Fall,2.6,No,Standard,No,No,50,Bank Transfer,Annually
731,18,Male,Parka,Outerwear,53,Wyoming,XL,Lavender,Winter,3.6,No,Express,No,No,40,Debit Card,Fortnightly
732,44,Male,Dress,Clothing,98,California,L,Black,Fall,2.9,No,Standard,No,Yes,14,Bank Transfer,Fortnightly
733,27,Male,Sandals,Footwear,24,Wyoming,XL,Teal,Winter,3.9,Yes,Express,No,No,1,Bank Transfer,Monthly
734,52,Male,Boots,Footwear,33,Massachusetts,XL,White,Winter,3.1,No,2-Day Shipping,No,No,4,Bank Transfer,Quarterly
735,36,Male,Coat,Clothing,97,Hawaii,L,Charcoal,Summer,3.7,No,2-Day Shipping,Yes,Yes,10,Credit Card,Weekly
736,36,Male,Sweater,Clothing,97,Montana,L,Red,Summer,4.8,No,2-Day Shipping,Yes,Yes,42,Bank Transfer,Fortnightly
737,42,Male,Shirt,Clothing,92,Mississippi,XL,White,Winter,4.0,No,Standard,No,Yes,36,Credit Card,Fortnightly
738,39,Male,Coat,Outerwear,78,Arkansas,S,Olive,Fall,4.3,No,Standard,Yes,Yes,22,Debit Card,Annually
739,22,Female,Hat,Accessories,49,New York,XL,Olive,Spring,4.8,Yes,Next Day Air,Yes,Yes,38,Credit Card,Monthly
740,39,Female,Sweater,Clothing,72,New Hampshire,M,Blue,Spring,4.7,No,Express,Yes,Yes,7,PayPal,Monthly
741,66,Female,Jeans,Clothing,24,New Hampshire,S,Pink,Winter,2.8,No,Next Day Air,No,Yes,25,Bank Transfer,Annually
742,33,Female,Coat,Clothing,63,Texas,S,Maroon,Winter,4.3,No,Next Day Air,No,No,47,PayPal,Monthly
743,66,Female,Sneakers,Footwear,95,Mississippi,S,Turquoise,Winter,4.0,No,Store Pickup,No,No,20,PayPal,Fortnightly
744,50,Female,Shirt,Clothing,58,Alabama,L,Maroon,Fall,3.2,No,Standard,Yes,Yes,9,Venmo,Bi-Weekly
745,64,Male,Hat,Accessories,55,Texas,L,White,Summer,3.2,Yes,Standard,No,No,28,Cash,Fortnightly
746,36,Female,Shirt,Clothing,55,Oregon,S,Purple,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,0,PayPal,Weekly
747,41,Male,Rain Jacket,Outerwear,76,Mississippi,M,Lavender,Summer,4.8,Yes,Next Day Air,No,No,16,Venmo,Fortnightly
748,35,Male,Jacket,Outerwear,48,Washington,S,Teal,Spring,3.8,No,Next Day Air,Yes,Yes,45,Bank Transfer,Monthly
749,20,Female,Pants,Clothing,60,Montana,S,Gray,Spring,2.8,No,Free Shipping,Yes,Yes,16,PayPal,Fortnightly
750,49,Male,Belt,Accessories,36,Montana,S,Red,Spring,2.5,Yes,Next Day Air,Yes,Yes,45,Cash,Weekly
751,44,Female,Jewelry,Accessories,94,Louisiana,L,Blue,Spring,4.7,Yes,Standard,No,No,50,Bank Transfer,Quarterly
752,56,Female,Belt,Accessories,32,Louisiana,S,Violet,Fall,4.9,No,Free Shipping,No,Yes,11,PayPal,Monthly
753,60,Male,Rain Jacket,Outerwear,36,Arizona,XL,Blue,Fall,4.2,Yes,Standard,No,Yes,50,PayPal,Weekly
754,53,Female,Parka,Outerwear,72,Delaware,XL,Charcoal,Fall,3.2,Yes,Standard,No,Yes,21,Bank Transfer,Weekly
755,37,Female,Sunglasses,Accessories,93,Wyoming,M,White,Summer,2.8,Yes,Store Pickup,Yes,Yes,24,Venmo,Bi-Weekly
756,39,Female,Blouse,Clothing,86,Montana,L,Purple,Spring,4.6,No,Store Pickup,Yes,Yes,18,Cash,Monthly
757,39,Female,Heels,Footwear,51,Kentucky,S,Gray,Winter,3.8,No,Express,Yes,Yes,18,Credit Card,Weekly
758,32,Male,Dress,Clothing,35,Delaware,XL,Turquoise,Summer,4.7,Yes,Express,No,Yes,0,Bank Transfer,Annually
759,56,Male,Skirt,Clothing,44,Florida,L,Teal,Fall,3.8,Yes,Standard,No,No,12,Venmo,Monthly
760,59,Female,Belt,Accessories,74,Massachusetts,M,Charcoal,Summer,3.7,Yes,Next Day Air,Yes,Yes,31,Bank Transfer,Quarterly
761,41,Male,Sunglasses,Accessories,93,Kentucky,XL,Olive,Fall,3.4,Yes,Store Pickup,No,No,9,Bank Transfer,Weekly
762,24,Male,Flats,Footwear,95,Louisiana,S,Turquoise,Fall,4.0,No,2-Day Shipping,Yes,Yes,3,PayPal,Monthly
763,44,Female,Coat,Outerwear,24,Arkansas,XL,Gray,Summer,4.2,No,2-Day Shipping,No,No,41,Cash,Monthly
764,47,Female,Sweater,Clothing,74,Colorado,S,Silver,Spring,4.4,Yes,2-Day Shipping,Yes,Yes,10,Cash,Quarterly
765,25,Male,Scarf,Accessories,41,Ohio,XL,Turquoise,Fall,3.5,No,Express,No,No,46,Bank Transfer,Monthly
766,51,Female,Coat,Outerwear,38,Missouri,M,Green,Summer,3.7,Yes,Standard,Yes,Yes,10,Debit Card,Bi-Weekly
767,48,Male,Rain Jacket,Outerwear,42,Oregon,XL,Black,Winter,3.3,Yes,Free Shipping,Yes,Yes,34,PayPal,Monthly
768,24,Male,Hat,Accessories,40,Massachusetts,L,Olive,Summer,4.1,Yes,Standard,No,No,37,Bank Transfer,Monthly
769,41,Female,Coat,Outerwear,29,Texas,M,White,Spring,3.2,No,2-Day Shipping,Yes,Yes,8,Debit Card,Annually
770,59,Female,Parka,Outerwear,98,Georgia,XL,Purple,Spring,2.5,Yes,Free Shipping,Yes,Yes,39,Cash,Fortnightly
771,28,Female,Coat,Clothing,29,Maine,M,Red,Fall,3.6,No,Standard,No,Yes,15,Debit Card,Quarterly
772,42,Female,Belt,Accessories,59,Mississippi,L,Red,Winter,4.7,Yes,Free Shipping,No,Yes,27,Debit Card,Quarterly
773,49,Female,Pants,Clothing,75,Ohio,L,Pink,Winter,4.7,No,Store Pickup,No,No,13,Debit Card,Annually
774,30,Female,Coat,Outerwear,21,Montana,XL,Green,Spring,2.5,No,Standard,Yes,Yes,23,Credit Card,Annually
775,18,Female,Dress,Clothing,81,Delaware,S,Gold,Summer,4.1,Yes,Store Pickup,No,No,31,Cash,Quarterly
776,65,Male,Coat,Clothing,23,Florida,M,Pink,Spring,2.7,Yes,Express,No,Yes,20,Venmo,Annually
777,35,Male,Coat,Clothing,60,Colorado,M,Green,Winter,4.9,No,Next Day Air,Yes,Yes,4,Cash,Annually
778,27,Female,Jeans,Clothing,76,Maine,L,Purple,Fall,2.9,Yes,Standard,No,No,7,Credit Card,Quarterly
779,54,Male,Handbag,Accessories,34,Massachusetts,M,Black,Spring,3.3,Yes,Free Shipping,Yes,Yes,13,Bank Transfer,Monthly
780,47,Male,Boots,Footwear,44,Washington,M,Violet,Winter,3.4,No,Free Shipping,No,Yes,36,Credit Card,Quarterly
781,32,Male,Coat,Outerwear,42,Missouri,L,Lavender,Summer,2.7,No,2-Day Shipping,No,No,49,Bank Transfer,Annually
782,46,Male,Skirt,Clothing,39,California,M,Charcoal,Summer,4.1,No,Free Shipping,No,No,5,Debit Card,Fortnightly
783,34,Male,Belt,Accessories,24,Rhode Island,M,Blue,Spring,3.7,No,Standard,No,Yes,20,Bank Transfer,Weekly
784,58,Female,Jeans,Clothing,73,Alabama,L,Teal,Winter,3.0,No,Standard,Yes,Yes,29,Debit Card,Fortnightly
785,66,Male,Hat,Accessories,78,Texas,XL,Silver,Fall,4.6,No,Store Pickup,No,No,30,Bank Transfer,Quarterly
786,37,Male,Heels,Footwear,33,New Hampshire,XL,Gold,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,19,Debit Card,Bi-Weekly
787,51,Male,Sneakers,Footwear,62,Maine,S,Violet,Spring,4.5,No,Next Day Air,Yes,Yes,29,Venmo,Bi-Weekly
788,27,Male,Boots,Footwear,59,Massachusetts,M,Olive,Spring,3.6,Yes,Free Shipping,No,Yes,30,Cash,Monthly
789,24,Female,Jewelry,Accessories,47,Alabama,XL,Lavender,Spring,4.4,Yes,Next Day Air,Yes,Yes,20,Cash,Quarterly
790,67,Female,Rain Jacket,Outerwear,96,Delaware,S,Green,Fall,4.2,Yes,Free Shipping,Yes,Yes,49,Cash,Monthly
791,41,Female,Skirt,Clothing,29,Ohio,M,Turquoise,Fall,3.0,Yes,Standard,No,Yes,21,PayPal,Bi-Weekly
792,29,Female,Boots,Footwear,59,Delaware,XL,Maroon,Summer,4.9,No,Free Shipping,Yes,Yes,25,Bank Transfer,Annually
793,24,Female,Coat,Clothing,32,Ohio,XL,Gray,Spring,3.3,No,Store Pickup,No,Yes,31,Bank Transfer,Bi-Weekly
794,43,Female,Dress,Clothing,74,West Virginia,S,Lavender,Summer,4.5,No,2-Day Shipping,No,Yes,50,Cash,Quarterly
795,52,Female,Jeans,Clothing,20,Arkansas,L,Purple,Fall,3.6,No,Standard,Yes,Yes,7,PayPal,Quarterly
796,41,Male,Parka,Outerwear,74,Arkansas,L,Gray,Summer,2.9,No,Next Day Air,Yes,Yes,28,Credit Card,Monthly
797,58,Male,Coat,Clothing,24,California,XL,Olive,Spring,2.7,Yes,Free Shipping,Yes,Yes,40,PayPal,Quarterly
798,35,Female,Jewelry,Accessories,99,Louisiana,XL,Maroon,Winter,3.3,Yes,Free Shipping,Yes,Yes,24,Debit Card,Bi-Weekly
799,23,Female,Rain Jacket,Outerwear,71,Kentucky,M,Gold,Winter,4.6,No,Express,Yes,Yes,36,Credit Card,Monthly
800,57,Male,Coat,Clothing,93,Alabama,M,Charcoal,Summer,4.4,Yes,Standard,Yes,Yes,38,PayPal,Fortnightly
801,61,Female,Jacket,Outerwear,72,Montana,S,Charcoal,Spring,3.2,No,2-Day Shipping,No,Yes,14,Cash,Weekly
802,63,Female,Sandals,Footwear,98,Missouri,XL,Charcoal,Summer,3.9,No,2-Day Shipping,Yes,Yes,21,Credit Card,Monthly
803,40,Female,Flats,Footwear,83,Montana,M,Silver,Summer,3.5,Yes,Store Pickup,No,No,5,Cash,Bi-Weekly
804,51,Female,Parka,Outerwear,60,New York,XL,Gray,Spring,4.1,Yes,2-Day Shipping,No,No,26,Venmo,Monthly
805,53,Female,Flats,Footwear,88,Oregon,XL,White,Winter,3.5,Yes,Express,No,Yes,10,Bank Transfer,Quarterly
806,53,Female,Coat,Outerwear,73,Florida,L,Teal,Summer,4.1,No,2-Day Shipping,No,Yes,25,PayPal,Quarterly
807,36,Female,Sneakers,Footwear,71,Missouri,S,Teal,Fall,4.1,Yes,Next Day Air,No,No,26,Cash,Bi-Weekly
808,19,Male,Heels,Footwear,99,Mississippi,S,Charcoal,Winter,3.3,Yes,Free Shipping,No,Yes,23,Venmo,Bi-Weekly
809,56,Female,Sneakers,Footwear,78,Hawaii,M,Pink,Fall,4.8,Yes,Standard,Yes,Yes,18,Venmo,Weekly
810,31,Female,Sunglasses,Accessories,97,New York,M,Pink,Fall,3.8,Yes,2-Day Shipping,No,Yes,15,PayPal,Bi-Weekly
811,22,Male,Skirt,Clothing,86,Alabama,XL,Black,Fall,4.9,Yes,Store Pickup,Yes,Yes,28,PayPal,Bi-Weekly
812,21,Female,Jewelry,Accessories,25,Hawaii,XL,Red,Fall,3.6,Yes,Express,Yes,Yes,16,Debit Card,Weekly
813,64,Male,Rain Jacket,Outerwear,63,Oregon,M,Blue,Spring,3.2,No,Store Pickup,Yes,Yes,29,Bank Transfer,Quarterly
814,66,Male,Parka,Outerwear,57,Colorado,XL,Teal,Fall,4.2,No,2-Day Shipping,Yes,Yes,48,Cash,Fortnightly
815,51,Female,Shirt,Clothing,67,Texas,L,Violet,Summer,4.9,Yes,2-Day Shipping,No,No,45,PayPal,Bi-Weekly
816,36,Male,Sneakers,Footwear,97,Missouri,XL,Gold,Spring,2.6,Yes,2-Day Shipping,No,Yes,37,Venmo,Monthly
